ID,Language,GPA_numeric,GPA_ordinal,GPA_text_raw,Course,Conference,Region,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q28,Q29,Score_Total,Score_S1,Score_S2,Score_S3
138,kz,2.995,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,0,Актюбинская область,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,8,4,2,2
139,kz,2.995,4,Орта деңгейден жоғары,1,0,Актюбинская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
140,kz,2.995,3,Орта деңгейде,1,0,Актюбинская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
141,kz,3.495,3,Орта деңгейде,4,0,Северо-Казахстанская область,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,21,7,6,8
142,kz,2.995,3,Орта деңгейде,1,0,Актюбинская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
143,kz,2.995,3,Орта деңгейде,1,1,Актюбинская область,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,24,7,8,9
144,ru,2.995,3,На уровне среднего,1,0,Актюбинская область,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,8,6,9
145,ru,3.835,5,Значительно выше среднего (вхожу в 10% лучших),3,1,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
146,ru,2.995,4,Выше среднего,3,0,Северо-Казахстанская область,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,2,4
147,kz,3.835,3,Орта деңгейде,3,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,8,3,1
148,ru,2.995,3,На уровне среднего,3,0,Северо-Казахстанская область,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,20,7,9,4
149,kz,3.835,3,Орта деңгейде,4,1,Северо-Казахстанская область,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,6,9,9
150,ru,2.995,3,На уровне среднего,3,0,Северо-Казахстанская область,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,5,1,2
151,ru,3.835,5,Значительно выше среднего (вхожу в 10% лучших),4,0,Северо-Казахстанская область,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,9,2,3,4
152,kz,3.495,4,Орта деңгейден жоғары,4,1,Северо-Казахстанская область,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2,1,2
153,kz,2.995,4,Орта деңгейден жоғары,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
154,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,16,7,5,4
155,ru,2.33,4,Выше среднего,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,25,8,9,8
156,kz,3.495,3,Орта деңгейде,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
157,kz,3.495,3,Орта деңгейде,1,1,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,25,8,9,8
158,ru,2.995,4,Выше среднего,4,1,Северо-Казахстанская область,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,7,2,1,4
159,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8,0,3,5
160,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,10,4,2,4
161,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0
162,kz,3.495,3,Орта деңгейде,1,1,Абайская область,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0
163,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
164,kz,3.495,4,Орта деңгейден жоғары,3,1,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
165,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,0,Абайская область,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,19,4,7,8
166,ru,2.995,3,На уровне среднего,3,0,Северо-Казахстанская область,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,2
167,kz,3.495,4,Орта деңгейден жоғары,3,0,Абайская область,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,12,6,3,3
168,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,5,2,1
169,kz,2.995,3,Орта деңгейде,3,1,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,23,8,9,6
170,kz,2.995,3,Орта деңгейде,3,0,Абайская область,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
171,kz,2.995,3,Орта деңгейде,3,0,Абайская область,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5,1,2,2
172,kz,2.33,3,Орта деңгейде,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
173,kz,2.995,3,Орта деңгейде,1,0,Абайская область,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,8,1,5,2
174,kz,2.995,4,Орта деңгейден жоғары,3,0,Абайская область,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,8,0,1
175,kz,3.495,4,Орта деңгейден жоғары,3,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
176,kz,2.33,3,Орта деңгейде,3,0,Абайская область,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,11,4,3,4
177,kz,2.995,4,Орта деңгейден жоғары,3,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,25,8,8,9
178,kz,2.995,4,Орта деңгейден жоғары,3,1,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,25,8,8,9
179,kz,2.995,4,Орта деңгейден жоғары,1,0,Абайская область,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13,8,3,2
180,kz,2.995,3,Орта деңгейде,1,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
181,kz,2.995,4,Орта деңгейден жоғары,1,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,20,8,7,5
182,kz,2.995,3,Орта деңгейде,1,0,Северо-Казахстанская область,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,16,8,3,5
183,ru,2.995,4,Выше среднего,3,0,Северо-Казахстанская область,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,2,1
184,kz,2.995,4,Орта деңгейден жоғары,3,0,Абайская область,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,15,3,5,7
185,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,0,Абайская область,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,15,6,4,5
186,ru,2.995,3,На уровне среднего,3,0,Восточно-Казахстанская область,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,4,1,2
187,kz,2.995,4,Орта деңгейден жоғары,1,0,Абайская область,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,3,2,2
188,kz,3.495,4,Орта деңгейден жоғары,1,0,Абайская область,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,13,4,5,4
189,ru,3.495,4,Выше среднего,4,0,Северо-Казахстанская область,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,18,4,8,6
190,kz,2.995,4,Орта деңгейден жоғары,3,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
191,ru,3.835,4,Выше среднего,1,0,Абайская область,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
192,kz,2.995,3,Орта деңгейде,3,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,20,8,8,4
193,ru,3.495,4,Выше среднего,2,0,Северо-Казахстанская область,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,8,2,3,3
194,kz,2.995,3,Орта деңгейде,3,0,Абайская область,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,6,1,2
195,ru,3.495,5,Значительно выше среднего (вхожу в 10% лучших),1,0,Абайская область,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,14,6,3,5
196,kz,3.495,3,Орта деңгейде,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
197,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,0,Западно-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
198,kz,2.995,4,Орта деңгейден жоғары,1,1,Мангистауская область,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
199,kz,2.995,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,0,Абайская область,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,10,3,2,5
200,kz,2.995,3,Орта деңгейде,3,0,Абайская область,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,8,3,4,1
201,ru,2.995,3,На уровне среднего,1,0,Абайская область,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,10,2,1,7
202,kz,2.995,3,Орта деңгейде,1,0,Шымкент,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,8,1,4,3
203,ru,3.835,5,Значительно выше среднего (вхожу в 10% лучших),1,1,Западно-Казахстанская область,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
204,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,10,4,4,2
205,kz,3.835,4,Орта деңгейден жоғары,1,0,Шымкент,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,2,2
206,kz,3.495,4,Орта деңгейден жоғары,3,0,Абайская область,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,3,1,3
207,ru,3.835,5,Значительно выше среднего (вхожу в 10% лучших),2,1,Туркестанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
208,kz,2.995,3,Орта деңгейде,1,1,Западно-Казахстанская область,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
209,kz,2.995,4,Орта деңгейден жоғары,3,1,Абайская область,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0
210,kz,3.495,4,Орта деңгейден жоғары,1,1,Западно-Казахстанская область,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,3,1,3
211,kz,3.835,3,Орта деңгейде,1,0,Шымкент,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,7,2,1,4
212,kz,3.835,3,Орта деңгейде,1,0,Западно-Казахстанская область,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,23,7,7,9
213,kz,2.995,3,Орта деңгейде,1,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,25,8,9,8
214,kz,2.0,3,Орта деңгейде,1,0,Шымкент,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
215,ru,3.835,3,На уровне среднего,1,0,Западно-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
216,kz,2.995,3,Орта деңгейде,3,1,Абайская область,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,11,2,3,6
217,kz,2.995,4,Орта деңгейден жоғары,1,0,Шымкент,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,23,8,9,6
218,kz,2.995,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,1,Абайская область,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
219,kz,2.33,3,Орта деңгейде,1,0,Шымкент,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,8,2,3,3
220,kz,2.995,4,Орта деңгейден жоғары,1,0,Абайская область,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,2,8,9
221,kz,3.495,4,Орта деңгейден жоғары,1,0,Северо-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
222,kz,3.495,3,Орта деңгейде,3,0,Абайская область,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,9,5,1,3
223,kz,2.995,4,Орта деңгейден жоғары,3,0,Абайская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
224,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
225,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,6,0,2,4
226,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,1,Абайская область,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
227,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
228,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,0,Шымкент,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
229,kz,2.995,3,Орта деңгейде,3,0,Абайская область,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,15,2,6,7
230,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,20,7,9,4
231,kz,2.995,4,Орта деңгейден жоғары,1,0,Абайская область,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,17,5,7,5
232,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,1,Абайская область,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,2
233,kz,3.835,4,Орта деңгейден жоғары,1,0,Шымкент,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,3,0,3
234,kz,3.495,4,Орта деңгейден жоғары,1,0,Шымкент,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,3,1
235,kz,3.835,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,0,Алматинская область,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,8,4,1,3
236,kz,3.495,3,Орта деңгейде,3,0,Северо-Казахстанская область,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,19,6,9,4
237,kz,3.495,3,Орта деңгейде,1,0,Шымкент,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,12,3,5,4
238,kz,2.995,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),3,1,Абайская область,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,4,1
239,kz,3.495,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),1,1,Шымкент,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,3,2,2
240,ru,3.495,4,Выше среднего,4,1,Северо-Казахстанская область,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,5,4,1
241,kz,2.995,3,Орта деңгейде,2,1,Западно-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
242,ru,2.995,3,На уровне среднего,2,0,Западно-Казахстанская область,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,9,3,4,2
243,kz,3.835,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),2,1,Западно-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
244,kz,3.495,4,Орта деңгейден жоғары,2,0,Западно-Казахстанская область,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,8,0,4,4
245,kz,2.995,4,Орта деңгейден жоғары,2,0,Западно-Казахстанская область,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,10,2,6,2
246,ru,3.835,3,На уровне среднего,2,0,Западно-Казахстанская область,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,15,4,7,4
247,kz,3.495,4,Орта деңгейден жоғары,2,0,Западно-Казахстанская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,24,8,8,8
248,kz,3.835,5,Орта деңгейден айтарлықтай жоғары (үздік 10%-дың қатарына кіремін),2,1,Западно-Казахстанская область,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7,2,3,2
249,kz,2.995,3,Орта деңгейде,2,0,Алматы,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,9,9
250,kz,2.995,3,Орта деңгейде,2,0,Алматы,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
251,kz,2.33,3,Орта деңгейде,2,0,Алматинская область,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
252,kz,2.995,4,Орта деңгейден жоғары,2,0,Алматы,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,9,9
253,ru,2.0,1,Значительно ниже среднего,4,0,Актюбинская область,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7,3,2,2
